datetime	AR	CO	MX	PE	CL	EC	VE	GT	SV	UY	HN
4/30/19 8:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 9:20	0.095387371	0.204021669	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 9:20	NULL	NULL	0.240689782	0.674311927	NULL	0.433510638	0.885653105	NULL	NULL	NULL	NULL
4/30/19 9:20	NULL	NULL	NULL	NULL	0.642474717	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 9:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.093178037	0.449541284	0.418032787	0.428954424
4/30/19 10:20	0.087774295	0.183362409	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 10:20	NULL	NULL	0.232067511	0.646788991	0.629387269	0.430851064	0.884796574	0.074875208	0.394495413	0.415300546	NULL
4/30/19 11:20	0.07971339	0.174547792	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 11:20	NULL	NULL	0.21775821	0.633027523	0.619274242	0.393617021	0.822269807	0.06655574	0.385321101	NULL	NULL
4/30/19 11:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.37704918	0.388739946
4/30/19 12:20	NULL	0.163437701	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 12:20	0.057769816	NULL	0.203632361	0.620795107	0.58774539	0.380319149	0.804710921	0.06156406	NULL	NULL	NULL
4/30/19 12:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.379204893	NULL	NULL
4/30/19 12:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.363387978	0.375335121
4/30/19 13:20	NULL	0.161876779	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 13:20	0.05463502	NULL	0.187671987	0.567278287	0.613325402	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 13:20	NULL	NULL	NULL	NULL	NULL	0.377659574	0.790149893	0.043261231	0.363914373	0.360655738	0.418230563
4/30/19 13:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 14:20	NULL	0.166375907	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 14:20	0.07299597	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 14:20	NULL	NULL	0.188956155	0.558868502	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 14:20	NULL	NULL	NULL	NULL	0.659131469	0.428191489	0.800428266	0.029950083	NULL	NULL	NULL
4/30/19 14:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.366972477	0.398907104	0.423592493
4/30/19 15:20	NULL	0.163437701	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 15:20	0.065382893	NULL	0.168409466	0.558103976	0.679952409	NULL	NULL	0.023294509	NULL	NULL	NULL
4/30/19 15:20	NULL	NULL	NULL	NULL	NULL	0.404255319	0.802997859	NULL	0.373088685	0.387978142	0.399463807
4/30/19 16:20	NULL	0.147277569	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
4/30/19 16:20	0.080161218	NULL	0.16584113	0.603211009	0.688875669	0.414893617	0.780728051	0.021630616	0.397553517	NULL	NULL
4/30/19 16:20	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.398907104	NULL
